id,arrival,deadline,Utilization,Profit
0.0,1.0,4.0,2.0,0.4
1.0,1.0,6.0,3.0,0.34615384615384615
2.0,1.0,3.0,7.0,9.8
3.0,1.0,4.0,2.0,0.4
4.0,1.0,6.0,8.0,2.4615384615384617
5.0,1.0,4.0,2.0,0.4
6.0,1.0,6.0,5.0,0.9615384615384616
7.0,1.0,5.0,6.0,2.1176470588235294
8.0,1.0,4.0,4.0,1.6
9.0,1.0,3.0,2.0,0.8
10.0,1.0,4.0,5.0,2.5
11.0,1.0,5.0,8.0,3.764705882352941
12.0,1.0,1.0,6.0,36.0
13.0,1.0,5.0,7.0,2.8823529411764706
14.0,1.0,3.0,8.0,12.8
15.0,1.0,5.0,2.0,0.23529411764705882
16.0,1.0,4.0,1.0,0.1
17.0,1.0,6.0,1.0,0.038461538461538464
18.0,1.0,5.0,8.0,3.764705882352941
19.0,1.0,6.0,6.0,1.3846153846153846
20.0,1.0,4.0,5.0,2.5
21.0,1.0,5.0,3.0,0.5294117647058824
22.0,1.0,5.0,6.0,2.1176470588235294
23.0,1.0,6.0,7.0,1.8846153846153846
24.0,1.0,4.0,4.0,1.6
25.0,1.0,6.0,5.0,0.9615384615384616
26.0,1.0,5.0,2.0,0.23529411764705882
27.0,1.0,6.0,6.0,1.3846153846153846
28.0,1.0,3.0,3.0,1.8
29.0,1.0,2.0,2.0,2.0
30.0,1.0,5.0,7.0,2.8823529411764706
31.0,1.0,6.0,8.0,2.4615384615384617
32.0,1.0,6.0,1.0,0.038461538461538464
33.0,1.0,2.0,6.0,18.0
34.0,1.0,4.0,5.0,2.5
35.0,2.0,6.0,2.0,0.23529411764705882
36.0,2.0,3.0,5.0,12.5
37.0,2.0,6.0,7.0,2.8823529411764706
38.0,2.0,6.0,3.0,0.5294117647058824
39.0,2.0,6.0,6.0,2.1176470588235294
40.0,2.0,7.0,4.0,0.6153846153846154
41.0,2.0,6.0,4.0,0.9411764705882353
42.0,2.0,6.0,5.0,1.4705882352941178
43.0,2.0,4.0,5.0,5.0
44.0,2.0,5.0,8.0,6.4
45.0,2.0,5.0,3.0,0.9
46.0,2.0,6.0,4.0,0.9411764705882353
47.0,2.0,5.0,4.0,1.6
48.0,2.0,3.0,3.0,4.5
49.0,2.0,7.0,9.0,3.1153846153846154
50.0,2.0,5.0,8.0,6.4
51.0,2.0,5.0,3.0,0.9
52.0,2.0,7.0,6.0,1.3846153846153846
53.0,2.0,4.0,3.0,1.8
54.0,2.0,7.0,6.0,1.3846153846153846
55.0,2.0,6.0,4.0,0.9411764705882353
56.0,2.0,7.0,7.0,1.8846153846153846
57.0,2.0,6.0,4.0,0.9411764705882353
58.0,2.0,6.0,4.0,0.9411764705882353
59.0,2.0,7.0,2.0,0.15384615384615385
60.0,2.0,7.0,4.0,0.6153846153846154
61.0,3.0,7.0,4.0,0.9411764705882353
62.0,3.0,6.0,7.0,4.9
63.0,3.0,6.0,4.0,1.6
64.0,3.0,3.0,3.0,9.0
65.0,3.0,8.0,5.0,0.9615384615384616
66.0,3.0,6.0,3.0,0.9
67.0,3.0,8.0,7.0,1.8846153846153846
68.0,3.0,7.0,2.0,0.23529411764705882
69.0,3.0,8.0,7.0,1.8846153846153846
70.0,3.0,5.0,4.0,3.2
71.0,3.0,8.0,7.0,1.8846153846153846
72.0,3.0,4.0,6.0,18.0
73.0,3.0,8.0,9.0,3.1153846153846154
74.0,3.0,8.0,3.0,0.34615384615384615
75.0,3.0,8.0,6.0,1.3846153846153846
76.0,3.0,6.0,5.0,2.5
77.0,3.0,6.0,5.0,2.5
78.0,3.0,5.0,7.0,9.8
79.0,3.0,8.0,6.0,1.3846153846153846
80.0,3.0,7.0,4.0,0.9411764705882353
81.0,3.0,7.0,3.0,0.5294117647058824
82.0,3.0,5.0,7.0,9.8
83.0,3.0,5.0,7.0,9.8
84.0,3.0,6.0,2.0,0.4
85.0,3.0,6.0,7.0,4.9
86.0,3.0,7.0,5.0,1.4705882352941178
87.0,3.0,4.0,5.0,12.5
88.0,3.0,7.0,9.0,4.764705882352941
89.0,3.0,6.0,5.0,2.5
90.0,3.0,6.0,1.0,0.1
91.0,4.0,7.0,6.0,3.6
92.0,4.0,8.0,2.0,0.23529411764705882
93.0,4.0,6.0,2.0,0.8
94.0,4.0,9.0,5.0,0.9615384615384616
95.0,4.0,8.0,4.0,0.9411764705882353
96.0,4.0,8.0,7.0,2.8823529411764706
97.0,4.0,9.0,8.0,2.4615384615384617
98.0,4.0,6.0,3.0,1.8
99.0,4.0,7.0,7.0,4.9
100.0,4.0,9.0,4.0,0.6153846153846154
101.0,4.0,8.0,8.0,3.764705882352941
102.0,4.0,6.0,6.0,7.2
103.0,4.0,8.0,3.0,0.5294117647058824
104.0,4.0,8.0,4.0,0.9411764705882353
105.0,4.0,5.0,5.0,12.5
106.0,4.0,9.0,2.0,0.15384615384615385
107.0,4.0,7.0,2.0,0.4
108.0,4.0,8.0,2.0,0.23529411764705882
109.0,4.0,6.0,8.0,12.8
110.0,4.0,9.0,8.0,2.4615384615384617
111.0,4.0,8.0,5.0,1.4705882352941178
112.0,4.0,6.0,4.0,3.2
113.0,4.0,8.0,7.0,2.8823529411764706
114.0,4.0,6.0,2.0,0.8
115.0,4.0,6.0,8.0,12.8
116.0,5.0,8.0,6.0,3.6
117.0,5.0,8.0,1.0,0.1
118.0,5.0,9.0,3.0,0.5294117647058824
119.0,5.0,9.0,4.0,0.9411764705882353
120.0,5.0,7.0,5.0,5.0
121.0,5.0,5.0,5.0,25.0
122.0,5.0,8.0,9.0,8.1
123.0,5.0,7.0,5.0,5.0
124.0,5.0,6.0,6.0,18.0
125.0,5.0,6.0,8.0,32.0
126.0,5.0,9.0,5.0,1.4705882352941178
127.0,5.0,10.0,6.0,1.3846153846153846
128.0,5.0,7.0,8.0,12.8
129.0,5.0,8.0,6.0,3.6
130.0,5.0,8.0,4.0,1.6
131.0,5.0,9.0,2.0,0.23529411764705882
132.0,5.0,10.0,3.0,0.34615384615384615
133.0,5.0,8.0,5.0,2.5
134.0,5.0,8.0,1.0,0.1
135.0,5.0,9.0,1.0,0.058823529411764705
136.0,5.0,9.0,8.0,3.764705882352941
137.0,5.0,10.0,1.0,0.038461538461538464
