timestamp,Solar Power
1.0,14.600149864164509
2.0,64.90406645138309
3.0,131.04531329876747
4.0,201.47883366019323
5.0,304.2938172390693
6.0,386.6052740418502
7.0,505.3487408103305
8.0,626.6463271823397
9.0,647.6840296963929
10.0,445.0159199305137
11.0,538.6985813363326
12.0,990.389247533179
13.0,1039.9752123307348
14.0,1160.8893193241158
15.0,1229.5587120967575
16.0,892.2056655326287
17.0,721.656586788094
18.0,1047.2517639307162
19.0,1032.076149983258
20.0,887.4170741577384
21.0,728.4194230517692
22.0,1156.922084394925
23.0,1337.162287119134
24.0,1379.9049217061038
25.0,2000.0
26.0,1570.0311734122129
27.0,1837.4298650914045
28.0,1741.633778840832
29.0,1450.6843085558592
30.0,1182.702189241526
31.0,1735.3018364158756
32.0,1421.5730790114228
33.0,1087.8291490893796
34.0,1405.1770695141333
35.0,892.4358756803116
36.0,147.29638471387864
37.0,319.6707272330973
38.0,521.9134567065137
39.0,705.1297287649031
40.0,575.435904572588
41.0,628.5672770096014
42.0,801.4711396007662
43.0,527.6395509765307
44.0,418.95120722720435
45.0,367.23687068147166
46.0,370.3375402743166
47.0,224.686220775428
48.0,178.72539791048357
49.0,84.55952800791677
50.0,17.56837816974789
51.0,0.0
52.0,0.0
53.0,0.0
54.0,0.0
55.0,0.0
56.0,0.0
57.0,0.0
58.0,0.0
59.0,0.0
60.0,0.0
61.0,0.0
62.0,0.0
63.0,0.0
64.0,0.0
65.0,0.0
66.0,0.0
67.0,0.0
68.0,0.0
69.0,0.0
70.0,0.0
71.0,0.0
72.0,0.0
73.0,0.0
74.0,0.0
75.0,0.0
76.0,0.0
77.0,0.0
78.0,0.0
79.0,0.0
80.0,0.0
81.0,0.0
82.0,0.0
83.0,0.0
84.0,0.0
85.0,0.0
86.0,0.0
87.0,0.0
88.0,0.0
89.0,0.0
90.0,0.0
91.0,0.0
92.0,0.0
93.0,0.0
94.0,0.0
95.0,0.0
96.0,0.0
97.0,0.0
98.0,0.0
99.0,0.0
100.0,0.0
101.0,0.0
102.0,0.0
103.0,0.0
104.0,0.0
105.0,0.0
106.0,0.0
107.0,0.0
108.0,0.0
109.0,0.0
110.0,0.0
111.0,0.0
112.0,0.0
113.0,0.0
114.0,0.0
115.0,0.0
116.0,0.0
117.0,0.0
118.0,0.0
119.0,0.0
120.0,0.0
121.0,19.785565665775525
122.0,62.01305499366017
123.0,118.6277505178156
124.0,191.4414989121143
125.0,288.2773443618762
126.0,404.05488517656136
127.0,526.6646726140674
128.0,661.4244228073478
129.0,800.3000599171146
130.0,932.0067740841929
