id,arrival,deadline,Utilization,Profit
3755.0,1.0,6.0,4.0,0.6153846153846154
3756.0,1.0,6.0,2.0,0.15384615384615385
3757.0,1.0,4.0,1.0,0.1
3759.0,2.0,7.0,3.0,0.34615384615384615
3760.0,2.0,7.0,1.0,0.038461538461538464
3761.0,2.0,7.0,2.0,0.15384615384615385
3762.0,2.0,6.0,8.0,3.764705882352941
3764.0,3.0,4.0,3.0,4.5
3767.0,4.0,7.0,6.0,3.6
3770.0,5.0,9.0,3.0,0.5294117647058824
3773.0,6.0,11.0,5.0,0.9615384615384616
3776.0,7.0,12.0,4.0,0.6153846153846154
3778.0,8.0,11.0,3.0,0.9
3779.0,9.0,14.0,5.0,0.9615384615384616
3780.0,9.0,14.0,2.0,0.15384615384615385
3783.0,10.0,13.0,2.0,0.4
3784.0,10.0,15.0,6.0,1.3846153846153846
3785.0,10.0,15.0,2.0,0.15384615384615385
3787.0,11.0,16.0,3.0,0.34615384615384615
3788.0,13.0,16.0,3.0,0.9
3789.0,13.0,16.0,6.0,3.6
3790.0,13.0,17.0,1.0,0.058823529411764705
3791.0,13.0,17.0,5.0,1.4705882352941178
3792.0,14.0,17.0,3.0,0.9
3794.0,15.0,17.0,2.0,0.8
3796.0,16.0,21.0,7.0,1.8846153846153846
3797.0,16.0,21.0,1.0,0.038461538461538464
3799.0,17.0,19.0,2.0,0.8
3800.0,17.0,22.0,2.0,0.15384615384615385
3802.0,18.0,23.0,5.0,0.9615384615384616
3803.0,18.0,22.0,5.0,1.4705882352941178
3806.0,19.0,22.0,3.0,0.9
3807.0,19.0,23.0,5.0,1.4705882352941178
3809.0,20.0,25.0,6.0,1.3846153846153846
3810.0,20.0,25.0,6.0,1.3846153846153846
3813.0,21.0,25.0,5.0,1.4705882352941178
3815.0,22.0,27.0,5.0,0.9615384615384616
3817.0,23.0,26.0,8.0,6.4
3819.0,24.0,29.0,8.0,2.4615384615384617
3820.0,24.0,29.0,1.0,0.038461538461538464
3822.0,25.0,28.0,7.0,4.9
3823.0,25.0,30.0,2.0,0.15384615384615385
3824.0,25.0,30.0,2.0,0.15384615384615385
3827.0,26.0,30.0,3.0,0.5294117647058824
3828.0,26.0,29.0,1.0,0.1
3830.0,27.0,31.0,5.0,1.4705882352941178
3831.0,27.0,29.0,1.0,0.2
3832.0,27.0,32.0,3.0,0.34615384615384615
3833.0,27.0,30.0,1.0,0.1
3834.0,27.0,31.0,9.0,4.764705882352941
3836.0,28.0,28.0,1.0,1.0
3839.0,29.0,34.0,3.0,0.34615384615384615
3840.0,29.0,33.0,2.0,0.23529411764705882
3842.0,30.0,33.0,5.0,2.5
3845.0,31.0,34.0,4.0,1.6
3847.0,32.0,36.0,3.0,0.5294117647058824
3848.0,32.0,37.0,4.0,0.6153846153846154
3851.0,33.0,37.0,1.0,0.058823529411764705
3854.0,35.0,37.0,3.0,1.8
3855.0,35.0,39.0,7.0,2.8823529411764706
3856.0,35.0,40.0,2.0,0.15384615384615385
3859.0,36.0,40.0,2.0,0.23529411764705882
3860.0,36.0,41.0,1.0,0.038461538461538464
3862.0,37.0,40.0,3.0,0.9
3863.0,37.0,42.0,1.0,0.038461538461538464
3864.0,37.0,42.0,1.0,0.038461538461538464
3865.0,37.0,42.0,2.0,0.15384615384615385
3868.0,38.0,41.0,6.0,3.6
3869.0,38.0,41.0,1.0,0.1
3870.0,38.0,43.0,5.0,0.9615384615384616
3872.0,39.0,42.0,2.0,0.4
3873.0,39.0,43.0,4.0,0.9411764705882353
3876.0,40.0,44.0,1.0,0.058823529411764705
3877.0,40.0,43.0,4.0,1.6
3881.0,41.0,46.0,7.0,1.8846153846153846
3882.0,41.0,45.0,5.0,1.4705882352941178
3883.0,41.0,45.0,4.0,0.9411764705882353
3884.0,41.0,44.0,5.0,2.5
3887.0,42.0,44.0,5.0,5.0
3890.0,43.0,48.0,4.0,0.6153846153846154
3891.0,43.0,47.0,5.0,1.4705882352941178
3892.0,43.0,46.0,1.0,0.1
3894.0,44.0,49.0,1.0,0.038461538461538464
3895.0,44.0,47.0,4.0,1.6
3896.0,44.0,45.0,2.0,2.0
3898.0,45.0,50.0,5.0,0.9615384615384616
3899.0,45.0,47.0,6.0,7.2
3900.0,45.0,49.0,2.0,0.23529411764705882
3901.0,45.0,50.0,2.0,0.15384615384615385
3902.0,45.0,50.0,4.0,0.6153846153846154
3903.0,46.0,51.0,4.0,0.6153846153846154
3906.0,47.0,51.0,5.0,1.4705882352941178
3908.0,48.0,53.0,3.0,0.34615384615384615
3909.0,48.0,51.0,3.0,0.9
3912.0,49.0,52.0,1.0,0.1
3913.0,49.0,53.0,4.0,0.9411764705882353
3914.0,49.0,49.0,1.0,1.0
3915.0,49.0,52.0,2.0,0.4
3916.0,49.0,53.0,4.0,0.9411764705882353
3920.0,50.0,55.0,4.0,0.6153846153846154
3921.0,50.0,55.0,7.0,1.8846153846153846
3922.0,50.0,55.0,5.0,0.9615384615384616
3925.0,51.0,56.0,6.0,1.3846153846153846
3926.0,51.0,55.0,2.0,0.23529411764705882
3927.0,51.0,54.0,2.0,0.4
3928.0,51.0,56.0,8.0,2.4615384615384617
3929.0,52.0,55.0,5.0,2.5
3930.0,52.0,57.0,3.0,0.34615384615384615
3933.0,53.0,58.0,1.0,0.038461538461538464
3934.0,53.0,57.0,3.0,0.5294117647058824
3935.0,53.0,57.0,1.0,0.058823529411764705
3936.0,53.0,57.0,1.0,0.058823529411764705
3939.0,54.0,59.0,6.0,1.3846153846153846
3940.0,55.0,60.0,4.0,0.6153846153846154
3943.0,56.0,61.0,4.0,0.6153846153846154
3944.0,56.0,60.0,3.0,0.5294117647058824
3949.0,58.0,63.0,4.0,0.6153846153846154
3950.0,58.0,62.0,7.0,2.8823529411764706
3951.0,58.0,63.0,3.0,0.34615384615384615
3954.0,60.0,64.0,2.0,0.23529411764705882
3958.0,61.0,65.0,2.0,0.23529411764705882
3959.0,61.0,66.0,7.0,1.8846153846153846
3960.0,61.0,65.0,3.0,0.5294117647058824
3964.0,62.0,65.0,1.0,0.1
3965.0,62.0,65.0,3.0,0.9
3966.0,62.0,66.0,9.0,4.764705882352941
3967.0,62.0,66.0,3.0,0.5294117647058824
3969.0,63.0,67.0,7.0,2.8823529411764706
3970.0,63.0,67.0,2.0,0.23529411764705882
3971.0,63.0,67.0,3.0,0.5294117647058824
3973.0,64.0,69.0,1.0,0.038461538461538464
3974.0,64.0,68.0,2.0,0.23529411764705882
3975.0,64.0,69.0,4.0,0.6153846153846154
3976.0,64.0,69.0,2.0,0.15384615384615385
3977.0,64.0,68.0,4.0,0.9411764705882353
3979.0,65.0,70.0,2.0,0.15384615384615385
3980.0,65.0,70.0,6.0,1.3846153846153846
3981.0,65.0,68.0,4.0,1.6
3982.0,65.0,69.0,2.0,0.23529411764705882
3983.0,65.0,70.0,5.0,0.9615384615384616
3984.0,65.0,69.0,2.0,0.23529411764705882
3987.0,66.0,71.0,4.0,0.6153846153846154
3988.0,66.0,70.0,6.0,2.1176470588235294
3991.0,67.0,71.0,4.0,0.9411764705882353
3992.0,67.0,71.0,5.0,1.4705882352941178
3993.0,67.0,70.0,2.0,0.4
3994.0,68.0,73.0,5.0,0.9615384615384616
3995.0,68.0,71.0,1.0,0.1
3996.0,68.0,71.0,6.0,3.6
3999.0,69.0,74.0,4.0,0.6153846153846154
4000.0,69.0,70.0,5.0,12.5
4001.0,69.0,71.0,6.0,7.2
4004.0,70.0,75.0,3.0,0.34615384615384615
4005.0,70.0,73.0,1.0,0.1
4009.0,71.0,76.0,4.0,0.6153846153846154
4010.0,71.0,73.0,5.0,5.0
4011.0,71.0,76.0,4.0,0.6153846153846154
4012.0,71.0,75.0,2.0,0.23529411764705882
4015.0,72.0,77.0,9.0,3.1153846153846154
4016.0,72.0,76.0,1.0,0.058823529411764705
4019.0,73.0,75.0,3.0,1.8
4020.0,73.0,77.0,5.0,1.4705882352941178
4021.0,73.0,76.0,6.0,3.6
4024.0,74.0,79.0,2.0,0.15384615384615385
4025.0,74.0,75.0,4.0,8.0
4026.0,74.0,77.0,1.0,0.1
4027.0,74.0,78.0,4.0,0.9411764705882353
4030.0,75.0,80.0,5.0,0.9615384615384616
4031.0,75.0,77.0,4.0,3.2
4032.0,75.0,80.0,8.0,2.4615384615384617
4036.0,77.0,79.0,2.0,0.8
4037.0,77.0,82.0,7.0,1.8846153846153846
4038.0,77.0,82.0,3.0,0.34615384615384615
4041.0,78.0,80.0,2.0,0.8
4042.0,78.0,82.0,5.0,1.4705882352941178
4043.0,78.0,82.0,6.0,2.1176470588235294
4047.0,79.0,84.0,8.0,2.4615384615384617
4048.0,79.0,83.0,3.0,0.5294117647058824
4049.0,79.0,84.0,3.0,0.34615384615384615
4051.0,80.0,82.0,8.0,12.8
4052.0,81.0,85.0,3.0,0.5294117647058824
4053.0,81.0,83.0,4.0,3.2
4054.0,81.0,83.0,3.0,1.8
4055.0,81.0,86.0,2.0,0.15384615384615385
4058.0,82.0,86.0,3.0,0.5294117647058824
4061.0,83.0,86.0,5.0,2.5
4062.0,83.0,87.0,6.0,2.1176470588235294
4063.0,83.0,85.0,1.0,0.2
4065.0,84.0,88.0,3.0,0.5294117647058824
4066.0,85.0,90.0,9.0,3.1153846153846154
4067.0,86.0,90.0,8.0,3.764705882352941
4069.0,87.0,91.0,3.0,0.5294117647058824
4071.0,88.0,92.0,8.0,3.764705882352941
4072.0,88.0,92.0,3.0,0.5294117647058824
4075.0,89.0,94.0,6.0,1.3846153846153846
4076.0,89.0,91.0,5.0,5.0
4077.0,89.0,91.0,5.0,5.0
4080.0,90.0,93.0,6.0,3.6
4081.0,90.0,92.0,5.0,5.0
4082.0,90.0,95.0,5.0,0.9615384615384616
4084.0,91.0,94.0,6.0,3.6
4085.0,91.0,95.0,4.0,0.9411764705882353
4088.0,92.0,94.0,2.0,0.8
4089.0,92.0,96.0,3.0,0.34615384615384615
4090.0,93.0,96.0,9.0,3.1153846153846154
4093.0,94.0,96.0,9.0,4.764705882352941
4096.0,95.0,96.0,6.0,2.1176470588235294
4098.0,96.0,96.0,3.0,0.9
