id,arrival,deadline,Utilization,Profit
0.0,1.0,3.0,3.0,1.8
1.0,1.0,5.0,4.0,0.9411764705882353
2.0,1.0,4.0,5.0,2.5
3.0,1.0,4.0,3.0,0.9
4.0,1.0,5.0,1.0,0.058823529411764705
5.0,1.0,5.0,3.0,0.5294117647058824
6.0,1.0,6.0,3.0,0.34615384615384615
7.0,1.0,5.0,8.0,3.764705882352941
8.0,1.0,6.0,6.0,1.3846153846153846
9.0,1.0,5.0,1.0,0.058823529411764705
10.0,1.0,3.0,4.0,3.2
11.0,1.0,5.0,1.0,0.058823529411764705
12.0,1.0,4.0,3.0,0.9
13.0,1.0,3.0,1.0,0.2
14.0,1.0,6.0,3.0,0.34615384615384615
15.0,1.0,4.0,3.0,0.9
16.0,1.0,4.0,6.0,3.6
17.0,1.0,6.0,1.0,0.038461538461538464
18.0,1.0,4.0,4.0,1.6
19.0,1.0,5.0,6.0,2.1176470588235294
20.0,1.0,5.0,4.0,0.9411764705882353
21.0,1.0,5.0,2.0,0.23529411764705882
22.0,1.0,5.0,7.0,2.8823529411764706
23.0,1.0,6.0,7.0,1.8846153846153846
24.0,1.0,5.0,1.0,0.058823529411764705
25.0,1.0,6.0,1.0,0.038461538461538464
26.0,1.0,6.0,2.0,0.15384615384615385
27.0,1.0,5.0,4.0,0.9411764705882353
28.0,1.0,6.0,8.0,2.4615384615384617
29.0,1.0,5.0,3.0,0.5294117647058824
30.0,1.0,3.0,7.0,9.8
31.0,1.0,3.0,3.0,1.8
32.0,1.0,6.0,9.0,3.1153846153846154
33.0,1.0,6.0,8.0,2.4615384615384617
34.0,1.0,6.0,3.0,0.34615384615384615
35.0,1.0,5.0,3.0,0.5294117647058824
36.0,1.0,5.0,1.0,0.058823529411764705
37.0,1.0,6.0,9.0,3.1153846153846154
38.0,1.0,6.0,6.0,1.3846153846153846
39.0,1.0,6.0,2.0,0.15384615384615385
40.0,1.0,4.0,6.0,3.6
41.0,2.0,7.0,7.0,1.8846153846153846
42.0,2.0,7.0,1.0,0.038461538461538464
43.0,2.0,6.0,1.0,0.058823529411764705
44.0,2.0,4.0,3.0,1.8
45.0,2.0,6.0,5.0,1.4705882352941178
46.0,2.0,7.0,8.0,2.4615384615384617
47.0,2.0,6.0,2.0,0.23529411764705882
48.0,2.0,4.0,6.0,7.2
